eSLDB code	Original Database Code	SwissProt entry	SwissProt homologue	Prediction
CE000008702	F26D10.3.3	None	GRP78_MOUSE	Cytoplasm
CE000023142	F26D10.3.2	None	HSP7C_HUMAN	Cytoplasm
CE000023141	F26D10.3.1	None	GRP78_MOUSE	Cytoplasm
CE000023141	F26D10.3.1	None	GRP78_RAT	Cytoplasm
CE000023142	F26D10.3.2	None	HSP7C_CAEBR	Cytoplasm
CE000023141	F26D10.3.1	None	HSP7D_DROME	Cytoplasm
CE000023142	F26D10.3.2	None	HSP7C_CAEEL	Cytoplasm
CE000008702	F26D10.3.3	None	GRP78_APLCA	Cytoplasm
CE000008702	F26D10.3.3	None	HSP7C_CAEBR	Cytoplasm
CE000023141	F26D10.3.1	None	HSP7C_CAEBR	Cytoplasm
CE000023141	F26D10.3.1	None	HSP7C_DROME	Cytoplasm
CE000023141	F26D10.3.1	None	GRP78_APLCA	Cytoplasm
CE000008702	F26D10.3.3	None	HSP7C_DROME	Cytoplasm
CE000023142	F26D10.3.2	None	GRP78_APLCA	Cytoplasm
CE000005810	F11E6.11.2	None	None	Transmembrane
CE000005811	F11E6.11.1	None	None	Transmembrane
CE000011855	K08F11.4a	None	None	Transmembrane
CE000006716	T15B7.12	None	None	Transmembrane
CE000006626	D2062.8	None	None	Transmembrane
CE000010372	W05E7.2	None	None	Transmembrane
CE000001046	C06A1.7	None	None	None
CE000002696	Y6E2A.5	None	None	Nucleus
CE000017571	C17H12.11	None	None	Cytoplasm
CE000020731	T16H5.1a	None	UNC7_CAEEL	Transmembrane
CE000004594	C48B6.6a	SMG1_CAEEL	SMG1_CAEEL	Transmembrane
CE000015781	T07H8.4b	None	TFPI2_BOVIN	Secretory
CE000015697	R03E9.1	None	MXI1_RAT	Cytoplasm
CE000015697	R03E9.1	None	MXI1_MOUSE	Cytoplasm
CE000015697	R03E9.1	None	MXI1_HUMAN	Cytoplasm
CE000010994	F07G11.7	None	None	Cytoplasm
CE000010457	C53C9.2	None	None	Cytoplasm
CE000015311	R08D7.3	None	None	None
CE000001848	B0410.3	None	None	Cytoplasm
CE000000700	ZK1151.1e	None	MACF1_MOUSE	Cytoplasm
CE000000700	ZK1151.1e	None	MACF1_HUMAN	Cytoplasm
CE000003026	F13A7.9	None	None	Secretory
CE000000511	Y48G1BL.6	None	None	Nucleus
CE000016378	K10D6.4.2	None	None	Nucleus
CE000015731	K10D6.4.1	None	None	Nucleus
CE000015504	C34E10.7	YLB7_CAEEL	NDF1_RAT	Mitochondrion
CE000008961	C39E6.6	None	QRFPR_HUMAN	Transmembrane
CE000005203	F52C9.8e	None	PQE1_CAEEL	Secretory
CE000004119	F11H8.2	None	GBRB_DROSI	Transmembrane
CE000006170	K04H8.3	None	None	Transmembrane
CE000011135	F10G7.11	None	UP04_CAEEL	Secretory
CE000008082	K03D3.8	None	None	Mitochondrion
CE000021503	Y46G5A.8	None	None	Transmembrane
CE000022635	Y75B8A.35b	None	None	Secretory
CE000024032	K02A6.2	None	None	Mitochondrion
CE000020585	F56B3.10	None	PTGD2_HUMAN	Nucleus
CE000024911	T19H12.6	None	GGT1_HUMAN	Transmembrane
CE000013128	C32E8.3	None	None	Nucleus
CE000025629	C17H11.4	None	ARI1_HUMAN	Nucleus
CE000021947	Y6B3B.1	None	None	Secretory
CE000002956	Y34B4A.6	None	None	Secretory
CE000017597	T17H7.7	None	None	Cytoplasm
CE000022481	W04D2.6a	None	CSTFT_MOUSE	Mitochondrion
CE000004473	ZC395.5	None	None	Secretory
CE000015293	C48B6.8	None	None	Secretory
CE000012625	C46F4.2.2	None	LUCI_PHOPY	Transmembrane
CE000012624	C46F4.2.1	None	LUCI_PHOPY	Transmembrane
CE000018292	C36E8.1.2	None	None	Transmembrane
CE000018293	C36E8.1.1	None	None	Transmembrane
CE000010934	C54C6.7	None	None	None
CE000005654	F54C8.4	None	DUS11_HUMAN	Nucleus
CE000010105	F15D4.5	None	None	Cytoplasm
CE000023244	C31C9.6	None	None	Nucleus
CE000008398	C38D9.3	None	None	Cytoplasm
CE000021659	Y71H2B.10c	None	AP2B1_HUMAN	Cytoplasm
CE000021659	Y71H2B.10c	None	AP1B1_HUMAN	Cytoplasm
CE000021659	Y71H2B.10c	None	AP1B1_RAT	Cytoplasm
CE000021659	Y71H2B.10c	None	AP2B1_MOUSE	Cytoplasm
CE000021659	Y71H2B.10c	None	AP2B1_RAT	Cytoplasm
CE000018531	C52B9.8	None	BRM_DROME	Nucleus
CE000018531	C52B9.8	None	SMCA2_HUMAN	Nucleus
CE000018531	C52B9.8	None	SMCA4_HUMAN	Nucleus
CE000014120	H12C20.3	None	HNF4_DROME	Secretory
CE000022008	C50E3.9	None	None	Transmembrane
CE000016476	Y116F11B.6	None	None	Cytoplasm
CE000005441	E02H1.4	PME2_CAEEL	PARP2_MOUSE	Secretory
CE000022069	ZK945.3	None	K0020_HUMAN	Cytoplasm
CE000023853	F17C8.5	None	KCNKG_HUMAN	Transmembrane
CE000003613	K12D9.5	None	None	Transmembrane
CE000011319	C54D10.7	None	None	Cytoplasm
CE000023802	F57G4.8	None	None	Cytoplasm
CE000004794	Y54E10A.2	None	None	Cytoplasm
CE000020569	F44E7.9	None	None	Transmembrane
CE000024548	F32D8.12b.2	None	ADAS_CAVPO	Nucleus
CE000024549	F32D8.12b.1	None	ADAS_CAVPO	Cytoplasm
CE000024547	F32D8.12b.3	None	ADAS_CAVPO	Cytoplasm
CE000021507	Y46G5A.5	None	CDIPT_RAT	Transmembrane
CE000011514	Y45F10B.12	None	None	Mitochondrion
CE000011956	Y56A3A.15	None	None	Cytoplasm
CE000022869	R05H5.5	None	None	Transmembrane
CE000001488	C35D10.16	None	None	Mitochondrion
CE000003603	T20B5.2	None	None	Cytoplasm
CE000023078	F56C9.10b.1	None	None	Cytoplasm
CE000023077	F56C9.10b.2	None	None	Cytoplasm
CE000004835	Y54F10AM.5.2	None	NDUA8_MOUSE	Secretory
CE000004834	Y54F10AM.5.1	None	NDUA8_MOUSE	Secretory
CE000000080	F54C9.8	None	FBF1_CAEEL	Nucleus
CE000008856	ZK1321.2b	None	KCNAS_DROME	Transmembrane
CE000005750	F10A3.5	None	None	Transmembrane
CE000012524	F23F12.10	SRB11_CAEEL	None	Transmembrane
CE000022703	F44F1.5	None	None	Transmembrane
CE000001843	F46H5.8	None	None	Nucleus
CE000025556	C15C7.2	None	None	Cytoplasm
CE000017753	Y54F10BM.13	None	SSH_XENLA	Secretory
CE000016952	Y64G10A.3	None	None	Secretory
CE000014073	C33B4.5	None	None	Cytoplasm
CE000005720	F32D8.1	None	KCC1A_RAT	Cytoplasm
CE000011047	F56A6.1b	None	I2C2_HUMAN	Cytoplasm
CE000017106	F57C2.6	None	None	Nucleus
CE000025211	F41D3.10	None	None	Transmembrane
CE000007496	F41D3.5	None	None	Transmembrane
CE000000364	F47D2.10b	None	None	Transmembrane
CE000021980	C26D10.5a	None	None	Transmembrane
CE000004240	ZK287.5.1	RBX1_CAEEL	RBX1A_DROME	Nucleus
CE000004239	ZK287.5.2	RBX1_CAEEL	RBX1A_DROME	Cytoplasm
CE000013381	K11H12.9	None	MK10_MOUSE	Secretory
CE000013381	K11H12.9	None	MK10_HUMAN	Secretory
CE000009450	T04C10.2a	None	EPN1_RAT	Secretory
CE000026018	F46A8.4	None	LEG9_MOUSE	Nucleus
CE000024957	F35E8.10	None	None	Cytoplasm
CE000024956	F35E8.13	None	None	Nucleus
CE000009245	T01C8.3	None	None	Secretory
CE000010865	F23H11.8b.1	None	PPE2_HUMAN	None
CE000010866	F23H11.8b.2	None	PPE2_HUMAN	None
CE000014066	R144.10	None	None	Mitochondrion
CE000008980	Y51H4A.7.2	None	None	Mitochondrion
CE000008978	Y51H4A.7.1	None	None	Secretory
CE000008979	Y51H4A.7.3	None	None	Cytoplasm
CE000022099	ZK867.1d	None	MZF1_HUMAN	Cytoplasm
CE000003826	F29G9.5	PRS4_CAEEL	PRS4_CHICK	None
CE000003826	F29G9.5	PRS4_CAEEL	PRS4_HUMAN	None
CE000002863	F10E9.11	None	None	Mitochondrion
CE000011973	DH11.5a	None	None	Mitochondrion
CE000025304	C32B5.13	None	CATLL_FASHE	Cytoplasm
CE000017203	B0361.9	None	None	Secretory
CE000009991	ZC376.6	None	None	Cytoplasm
CE000001090	F17C11.10	None	WDHD1_XENLA	Nucleus
CE000020692	C30H6.12	None	None	None
CE000017356	T08A9.4	None	None	Cytoplasm
CE000000492	Y105C5B.16	None	5HT3R_CAVPO	Transmembrane
CE000022066	ZK945.7	None	None	Secretory
CE000025001	F42G4.6	None	None	Secretory
CE000006812	K10B3.6c	None	None	Transmembrane
CE000019880	F25E2.1	None	None	Transmembrane
CE000004244	C25A8.5	None	FPS_DROME	Cytoplasm
CE000008569	T07C4.7.1	C560_CAEEL	C560_HUMAN	Transmembrane
CE000008570	T07C4.7.2	C560_CAEEL	C560_HUMAN	Transmembrane
CE000011577	F07G6.5	None	None	Secretory
CE000020545	Y57G11C.40	None	None	Mitochondrion
CE000019079	T26H5.9	None	None	None
CE000011553	3R5.1	None	None	Nucleus
CE000008900	F21C10.8b	None	None	Nucleus
CE000022902	T27F7.2b.2	None	None	Cytoplasm
CE000010582	T27F7.2b.1	None	None	Cytoplasm
CE000012374	F44B9.6	LIN36_CAEEL	LIN36_CAEEL	Cytoplasm
CE000019717	ZK792.7	None	None	Transmembrane
CE000020266	Y71D11A.3b	None	None	Nucleus
CE000022970	F28G4.1	None	CP4C1_BLADI	Transmembrane
CE000014267	K07H8.9	None	HOW_DROME	Cytoplasm
CE000012917	Y67H2A.10	None	None	Nucleus
CE000025362	B0432.3	None	None	Secretory
CE000013953	F11H8.4a	None	DIA_DROME	Cytoplasm
CE000015866	W03F9.4	None	CPT1A_HUMAN	Transmembrane
CE000013453	C33H5.18a	CDS1_CAEEL	CDS1_RAT	None
CE000013476	R11A8.6	SYIC_CAEEL	SYIC_CAEEL	Cytoplasm
CE000013476	R11A8.6	SYIC_CAEEL	SYIC_HUMAN	Cytoplasm
CE000013476	R11A8.6	SYIC_CAEEL	SYIC_MOUSE	Cytoplasm
CE000016956	Y64G10A.8	None	None	Transmembrane
CE000005804	Y45F10B.1	None	None	Transmembrane
CE000015519	K09E3.1	None	None	Nucleus
CE000017996	C55C3.6	None	None	Nucleus
CE000019715	ZK792.5	None	None	Nucleus
CE000006199	Y48B6A.8	None	ACES_ANOST	Cytoplasm
CE000012240	C06C6.7	None	None	Transmembrane
CE000000020	K07F5.8	None	PTPRZ_RAT	Secretory
CE000002251	K10C9.1	None	None	Cytoplasm
CE000006735	R07E4.1b	None	None	Cytoplasm
CE000011938	F29F11.4	None	KCNKG_HUMAN	Transmembrane
CE000005790	R10H10.1.1	None	None	Cytoplasm
CE000005789	R10H10.1.2	None	None	Nucleus
CE000021318	C29E4.7	None	GSTO1_HUMAN	Cytoplasm
CE000025910	F02D10.5	None	ACCN1_MOUSE	Transmembrane
CE000025910	F02D10.5	None	ACCN1_RAT	Transmembrane
CE000018251	ZK662.5	None	None	Nucleus
CE000017950	Y77E11A.2	None	None	Secretory
CE000023354	K08D12.5	None	None	Cytoplasm
CE000012981	Y48G8AR.2	None	SYTL3_MOUSE	Mitochondrion
CE000007045	R10D12.14	None	None	Secretory
CE000005677	F45E1.4	None	None	Cytoplasm
CE000001921	Y58A7A.4	None	None	Nucleus
CE000005788	F09D1.1	None	SNUT2_HUMAN	Secretory
CE000024323	T19A5.2b	None	STK25_HUMAN	Cytoplasm
CE000014214	M02B7.6	None	CETN1_MOUSE	Nucleus
CE000013557	T01E8.4	None	FBXW7_MOUSE	Cytoplasm
CE000007503	F09C3.3	None	None	Secretory
CE000001009	Y55D5A.2	None	None	Cytoplasm
CE000014573	C14E2.1	None	None	Secretory
CE000011806	Y73B3A.15	None	None	Cytoplasm
CE000016709	D1037.4	None	RAB13_HUMAN	Nucleus
CE000009535	C12D5.4	None	None	Transmembrane
CE000009946	R02F2.2	None	PREX1_HUMAN	Cytoplasm
CE000016731	F54F2.5b	None	None	Secretory
CE000006197	Y48B6A.5	None	None	Transmembrane
CE000017062	C24A11.8a	None	41_BOVIN	Transmembrane
CE000003635	F52F12.7	None	STAR_BOVIN	Secretory
CE000014127	Y61A9LA.9	None	None	Nucleus
CE000020448	C48A7.2	None	S20A1_HUMAN	Transmembrane
CE000009931	T08A9.11	None	None	None
CE000004289	Y41D4B.20	None	None	Nucleus
CE000011980	F28C6.9	None	None	Secretory
CE000021255	B0024.8	None	None	Secretory
CE000020234	F36H9.2	None	None	Secretory
CE000000278	C23G10.7c	None	None	None
CE000018098	C09D1.1c	None	DUET_HUMAN	Nucleus
CE000013546	C36B1.3	None	RPB3_HUMAN	Cytoplasm
CE000012501	W03F9.11	None	None	None
CE000003251	ZK337.1c.2	None	OVOS_CHICK	Secretory
CE000003250	ZK337.1c.1	None	OVOS_CHICK	Cytoplasm
CE000010390	JC8.6a	None	None	Secretory
CE000022421	F33D4.1a	NHR8_CAEEL	HR96_DROME	Secretory
CE000023231	K01A2.2a.1	None	FAR1_ONCOC	Nucleus
CE000023231	K01A2.2a.1	None	FAR1_ONCVO	Nucleus
CE000023232	K01A2.2a.2	None	FAR1_ONCOC	Nucleus
CE000023232	K01A2.2a.2	None	FAR1_ONCVO	Nucleus
CE000000989	H12D21.4	None	THTR_CRIGR	Cytoplasm
CE000000122	C15C8.1	None	None	Transmembrane
CE000022419	T11F8.5	None	None	None
CE000014111	C32D5.6	None	None	Transmembrane
CE000010481	Y69A2AR.22	None	None	Mitochondrion
CE000001841	B0391.5	None	None	Cytoplasm
CE000010706	T11F8.1	None	None	Transmembrane
CE000003768	F23F1.4	None	None	Cytoplasm
CE000019661	C49C3.9	None	None	Transmembrane
CE000006140	F42C5.10	None	None	Secretory
CE000011431	Y73B6BL.19	None	KCNAL_DROME	Transmembrane
CE000006446	K02B9.1	None	None	Nucleus
CE000007243	C49H3.10	None	XPOT_HUMAN	Secretory
CE000011322	T06E8.1	PLC2_CAEEL	None	Transmembrane
CE000001903	ZK20.6.1	None	ECE1_CAVPO	None
CE000001905	ZK20.6.2	None	ECE1_CAVPO	None
CE000023286	K08G2.5	None	None	Transmembrane
CE000006596	C06C3.8	None	LONM_HUMAN	Secretory
CE000005056	Y55F3BR.5	None	None	Cytoplasm
CE000018399	Y17D7A.4	None	CP2J2_HUMAN	Nucleus
CE000000174	B0336.4	None	AKA10_MOUSE	Nucleus
CE000000174	B0336.4	None	AKA10_HUMAN	Nucleus
CE000017610	F19F10.7	None	None	Secretory
CE000018210	Y87G2A.4	None	RB27B_HUMAN	Secretory
CE000005271	Y54E10A.3	None	TXNL1_HUMAN	Nucleus
CE000010213	ZC250.3	None	SRF3_CAEEL	Transmembrane
CE000008808	C07A9.6.2	None	UD15_HUMAN	Transmembrane
CE000008806	C07A9.6.1	None	UD15_HUMAN	Transmembrane
CE000011540	F55A11.7	None	None	Transmembrane
CE000023747	C36B7.8	None	None	None
CE000024288	F44G3.8	None	None	Nucleus
CE000002361	B0035.1a	None	None	Cytoplasm
CE000003102	F18A1.3d	None	None	Secretory
CE000010790	C01G5.6	None	None	None
CE000019001	K02A11.3	None	None	Cytoplasm
CE000008844	C41G11.3	None	RGS3_HUMAN	Secretory
CE000007331	T25E12.11	None	None	Transmembrane
CE000024329	C31E10.8	None	TBC10_HUMAN	Nucleus
CE000005100	T04A11.4	None	None	Nucleus
CE000005095	T04A11.1	None	None	Cytoplasm
CE000023089	Y73F8A.25b	None	None	Cytoplasm
CE000007351	F16B4.3	None	None	Secretory
CE000024909	T19H12.4	SRD33_CAEEL	None	Transmembrane
CE000016244	F15A4.3	SRE37_CAEEL	None	Transmembrane
CE000010285	C18C4.5a	None	BPA1_HUMAN	Cytoplasm
CE000022079	C32C4.1	None	KCNB2_RAT	Transmembrane
CE000022079	C32C4.1	None	KCNB1_MOUSE	Transmembrane
CE000017633	F42F12.10	None	None	Secretory
CE000022494	F42F12.8	None	None	None
CE000014752	F54D12.11	None	None	None
CE000013855	C33A12.11	None	None	Transmembrane
CE000013205	Y49C4A.4	None	None	Transmembrane
CE000007030	Y38C1AA.11	None	PRDX6_RAT	Nucleus
CE000013308	C07A12.7c.2	None	None	Mitochondrion
CE000013307	C07A12.7c.1	None	None	Nucleus
CE000015985	ZK512.7	None	None	Nucleus
CE000010191	T04C12.1	None	None	Transmembrane
CE000005436	E02H1.2	None	None	Nucleus
CE000022745	H18N23.1	None	None	Secretory
CE000005346	M7.12	None	None	Nucleus
CE000012012	F46F6.3	None	None	Nucleus
CE000000670	T19A6.1a.1	None	None	Transmembrane
CE000000671	T19A6.1a.2	None	None	Transmembrane
CE000020646	F19B10.5	None	None	Secretory
CE000016949	T08B2.3	None	None	Secretory
CE000001394	W09G12.10.2	None	None	None
CE000001393	W09G12.10.1	None	None	None
CE000019047	W08G11.1	None	None	Nucleus
CE000024761	C37A5.4	None	None	Secretory
CE000003126	C30F2.4	None	None	Cytoplasm
CE000000697	ZK652.10	None	None	Secretory
CE000021858	B0041.7	None	ATRX_CAEEL	Mitochondrion
CE000011130	Y73B6BL.5a.2	None	None	Nucleus
CE000011128	Y73B6BL.5a.1	None	None	Nucleus
CE000016006	C55C3.1	None	LBP_HUMAN	Nucleus
CE000000357	K10H10.4	None	None	Nucleus
CE000023063	T24C4.3	None	None	Nucleus
CE000023214	T01C1.2	None	MBLK1_APIME	Nucleus
CE000009585	M176.1	None	None	Nucleus
CE000012465	W09B6.1a.2	None	COAC_CHICK	Cytoplasm
CE000012466	W09B6.1a.1	None	COAC_CHICK	Secretory
CE000005007	F09A5.2	YS3J_CAEEL	EGL15_CAEEL	Transmembrane
CE000018790	F47B7.4	None	None	Secretory
CE000024785	R04D3.10	None	None	Transmembrane
CE000014978	F31E3.1	HM20_CAEEL	PBX1_MOUSE	Cytoplasm
CE000008239	T24D1.5	None	None	Secretory
CE000020989	T19D7.1	None	None	Transmembrane
CE000016585	Y37E11B.10c	None	None	Nucleus
CE000011083	B0336.1.2	None	PLAK_HUMAN	Cytoplasm
CE000011083	B0336.1.2	None	PLAK_MOUSE	Cytoplasm
CE000011084	B0336.1.1	None	PLAK_HUMAN	Mitochondrion
CE000011084	B0336.1.1	None	PLAK_MOUSE	Mitochondrion
CE000005451	T01D3.3b	None	SODC_PRIGL	Mitochondrion
CE000009120	F35H12.5a	None	None	Cytoplasm
CE000001418	K02B12.8	None	None	Nucleus
CE000024289	F11D5.5	None	GTR2_CHICK	Transmembrane
CE000006042	T05F1.9	None	None	Cytoplasm
CE000001228	F37B4.8	None	None	Transmembrane
CE000007570	ZC455.4	None	UD18_RAT	Transmembrane
CE000008754	T27A1.3	None	None	Cytoplasm
CE000008161	D2024.10	None	None	None
CE000015774	Y17G7B.19	None	None	Secretory
CE000010882	F35E12.2	None	None	Cytoplasm
CE000001300	C27H6.1	STNB_CAEEL	STNB_DROME	Nucleus
CE000015822	ZK381.8	None	None	None
CE000022822	Y57G11C.16.1	None	RS18_AEQIR	Nucleus
CE000022820	Y57G11C.16.2	None	RS18_AEQIR	Cytoplasm
CE000022821	Y57G11C.16.3	None	RS18_AEQIR	Nucleus
CE000006852	Y57G11C.16.4	None	RS18_AEQIR	Secretory
CE000024895	H31B20.1	None	None	Nucleus
CE000008793	K07E8.9	None	None	Transmembrane
CE000001962	ZK1248.3a	None	EP15R_MOUSE	Cytoplasm
CE000004840	F58B3.2	None	None	Nucleus
CE000020231	T07F8.2	None	OPRX_CAVPO	Transmembrane
CE000009807	F55G7.1	None	None	Cytoplasm
CE000021154	F28B3.1	None	None	Transmembrane
CE000005908	M70.1	None	None	Transmembrane
CE000005874	K01A2.6	None	None	Nucleus
CE000000369	F45B8.3	None	None	Cytoplasm
CE000016029	T02G5.7	None	THIL_HUMAN	Cytoplasm
CE000000940	T12B5.5	None	None	Secretory
CE000010059	Y65A5A.2	None	None	Cytoplasm
CE000005535	T01H10.1	None	5HT3R_CAVPO	Transmembrane
CE000016130	T19B10.10	None	None	Transmembrane
CE000009528	ZK809.1	None	PTN23_RAT	Nucleus
CE000000524	F49E12.7	None	None	Transmembrane
CE000004683	F07E5.2	None	None	Nucleus
CE000025554	F16B4.10	None	None	Transmembrane
CE000024771	C02D4.2f	None	SER2_CAEEL	Transmembrane
CE000009849	T06E4.1	None	MYH13_HUMAN	Nucleus
CE000021728	F54F7.7	None	DOT1L_DROME	Cytoplasm
CE000004156	E03H4.7	None	None	Transmembrane
CE000003790	C47F8.8	None	ESR1_OREAU	Cytoplasm
CE000004127	Y48E1B.12	CSC1_CAEEL	CSC1_CAEEL	Cytoplasm
CE000007246	F49E8.7b.1	None	None	None
CE000007247	F49E8.7b.2	None	None	None
CE000012699	C51E3.1	None	OR8D4_HUMAN	Transmembrane
CE000008877	F35G12.6	None	None	Secretory
CE000023188	T02H6.8	None	None	Cytoplasm
CE000007976	Y48G8AL.7	None	None	Nucleus
CE000011221	R01H10.3c	None	COR1B_HUMAN	Cytoplasm
CE000025079	R102.9	None	None	Nucleus
CE000001963	F45B8.1	None	RGS3_MOUSE	Nucleus
CE000015061	K07A1.1	None	None	Transmembrane
CE000011318	C54D10.4	None	None	Transmembrane
CE000005136	C02B8.1.2	None	None	Nucleus
CE000005137	C02B8.1.1	None	None	Secretory
CE000000169	Y38H6C.2	None	None	Transmembrane
CE000022739	K07E3.1	None	None	Transmembrane
CE000009520	Y41C4A.12b	None	None	Secretory
CE000009626	ZC239.20	None	None	None
CE000004092	R05D3.5	None	None	Secretory
CE000018761	ZC262.1	None	None	Secretory
CE000020778	F22E5.13	None	None	Nucleus
CE000000589	ZC196.9	None	None	Transmembrane
CE000008392	C30F12.4	None	None	Cytoplasm
CE000007905	D1009.3b	None	ANGL4_RAT	Transmembrane
CE000007905	D1009.3b	None	ANGL4_MOUSE	Transmembrane
CE000023428	ZC504.4a	None	M4K5_HUMAN	Secretory
CE000001853	F46G10.2	None	None	Transmembrane
CE000023579	Y105C5B.28	None	GLNA_PANAR	Secretory
CE000000067	F36F2.2	None	None	Cytoplasm
CE000013707	H01G02.1	None	None	Secretory
CE000015589	C06E8.3c	None	PIM1_HUMAN	Cytoplasm
CE000025489	F28F8.2.2	None	LUCI_PHOPY	Transmembrane
CE000025487	F28F8.2.1	None	LUCI_PHOPY	Transmembrane
CE000018611	F46A9.4	None	None	Cytoplasm
CE000002887	Y105E8B.4	None	SPOP_HUMAN	Secretory
CE000002887	Y105E8B.4	None	SPOP_MOUSE	Secretory
CE000002245	T07D4.2b	None	None	Secretory
CE000021386	W03F8.9	None	GNA13_MOUSE	Secretory
CE000002414	R08F11.1	None	None	Transmembrane
CE000019772	C09B8.7e.1	None	PAK1_CAEEL	Cytoplasm
CE000019770	C09B8.7e.2	None	PAK1_CAEEL	Nucleus
CE000019771	C09B8.7e.3	None	PAK1_CAEEL	Secretory
CE000023273	F31F6.7	None	None	Secretory
CE000011066	Y71G12B.2	None	None	Secretory
CE000016615	F52D2.8	None	None	Nucleus
CE000012905	F22B7.9	None	None	Nucleus
CE000017389	F44A2.5b	None	None	Cytoplasm
CE000024199	F49H6.4	None	None	Transmembrane
CE000019487	K06B4.11	NHR53_CAEEL	HNF4A_RAT	Secretory
CE000002380	B0035.16	None	TRMU_MOUSE	Cytoplasm
CE000017624	T10B11.7	None	None	Secretory
CE000001256	C43E11.7	None	None	Nucleus
CE000002353	C17D12.2	None	CUGB1_HUMAN	Cytoplasm
CE000022318	T01C8.1b	None	BRSK1_HUMAN	Mitochondrion
CE000014222	F08B12.5	None	None	Nucleus
CE000007833	Y73B6A.4	None	SMG7_HUMAN	Nucleus
CE000001360	T05A12.3	None	None	Cytoplasm
CE000014867	T28A8.2	None	None	Secretory
CE000018014	Y37A1B.6	None	None	Cytoplasm
CE000025484	C10G11.10	None	None	Secretory
CE000012773	W03F11.6d	None	AFAD_HUMAN	Nucleus
CE000023997	D1007.6.1	None	RS10_XENLA	Secretory
CE000023996	D1007.6.2	None	RS10_XENLA	Nucleus
CE000022735	F26B1.3.1	IMA2_CAEEL	IMA2_CAEEL	Nucleus
CE000022734	F26B1.3.2	IMA2_CAEEL	IMA2_CAEEL	Secretory
CE000010442	R11A5.1a	None	AP2B1_MOUSE	Nucleus
CE000007497	F41D3.4	None	None	Transmembrane
CE000010815	R03D7.5	None	CDK5_MOUSE	Nucleus
CE000002496	C08D8.2b	None	LMD1_HUMAN	Secretory
CE000010652	C44B12.8	None	None	Transmembrane
CE000014921	F55A11.2	STX3_CAEEL	STX5_RAT	Transmembrane
CE000022129	F35H12.7	None	None	Cytoplasm
CE000023662	C04C11.1a	None	None	Mitochondrion
CE000002278	T23F2.1.1	None	None	None
CE000019429	F46F5.4	None	None	Secretory
CE000007678	C34B4.2.1	None	None	Secretory
CE000018910	C34B4.2.2	None	None	Secretory
CE000024277	B0432.5a	None	None	Nucleus
CE000004632	E02C12.13	None	None	Nucleus
CE000016152	F02E9.7	None	PPA5_PIG	Transmembrane
CE000017156	T28F3.3	YGJK_CAEEL	FOI_DROME	Transmembrane
CE000003522	Y48G8AL.14	None	AP3S1_HUMAN	Cytoplasm
CE000012354	F39H2.2a	None	PPIB_HUMAN	Secretory
CE000012354	F39H2.2a	None	PPIL2_HUMAN	Secretory
CE000011645	T21B10.1	None	None	Cytoplasm
CE000000284	Y67A10A.6	None	None	Nucleus
CE000004125	Y48E1B.11	None	None	Secretory
CE000003240	Y47G7B.2	None	None	Transmembrane
CE000023490	F59B2.8	None	None	Nucleus
CE000007064	C50F2.6b	None	FKBP9_MOUSE	Transmembrane
CE000017340	F37E3.2	None	LRIG2_HUMAN	Transmembrane
CE000024118	Y57G7A.5	None	None	Mitochondrion
CE000020959	T05C12.7.2	None	TCPA_RAT	Cytoplasm
CE000020958	T05C12.7.1	None	TCPA_CRIGR	Mitochondrion
CE000020959	T05C12.7.2	None	TCPA_CRIGR	Cytoplasm
CE000020958	T05C12.7.1	None	TCPA_RAT	Mitochondrion
CE000020958	T05C12.7.1	None	TCPA_CAEEL	Mitochondrion
CE000020959	T05C12.7.2	None	TCPA_SCHMA	Cytoplasm
CE000020959	T05C12.7.2	None	TCPA_CAEEL	Cytoplasm
CE000020958	T05C12.7.1	None	TCPA_SCHMA	Mitochondrion
CE000020959	T05C12.7.2	None	TCPA2_MOUSE	Cytoplasm
CE000020958	T05C12.7.1	None	TCPA_DROME	Mitochondrion
CE000020959	T05C12.7.2	None	TCPA1_MOUSE	Cytoplasm
CE000020958	T05C12.7.1	None	TCPA2_MOUSE	Mitochondrion
CE000020959	T05C12.7.2	None	TCPA_HUMAN	Cytoplasm
CE000020959	T05C12.7.2	None	TCPA_DROME	Cytoplasm
CE000020958	T05C12.7.1	None	TCPA1_MOUSE	Mitochondrion
CE000020958	T05C12.7.1	None	TCPA_HUMAN	Mitochondrion
CE000004482	F18H3.5b	None	CDC2_RAT	Nucleus
CE000005189	D2089.3	None	None	Mitochondrion
CE000021532	T22B2.5	None	None	Transmembrane
CE000013100	T14B4.2	None	RT18C_HUMAN	Secretory
CE000011194	W09C5.1.2	None	TIP1_HUMAN	Secretory
CE000011197	W09C5.1.1	None	TIP1_HUMAN	Mitochondrion
CE000016401	Y22F5A.2	None	None	Transmembrane
CE000001362	K02A2.3	KCC2_CAEEL	S12A4_RABIT	Transmembrane
CE000018139	C42C1.9	None	None	Secretory
CE000000328	C30H6.2	None	FOI_DROME	Transmembrane
CE000004871	H19M22.2c	None	None	Cytoplasm
CE000016424	ZK1127.1	None	None	Secretory
CE000017701	Y57G11C.9a	None	None	Cytoplasm
CE000014695	ZK455.2	None	ANPRA_HUMAN	Transmembrane
CE000017077	F49A5.6	None	None	Cytoplasm
CE000013216	Y53F4B.19	None	None	Secretory
CE000010574	R06A10.3	None	None	Nucleus
